claim_id,arxiv_id,paradigm,confidence,o1_pass,o1_reason,o2_pass,o2_reason,o3_pass,o3_reason,o4_pass,o4_reason,o5_pass,o5_reason,o6_pass,o6_reason,o7_pass,o7_reason,overall_verdict,notes,operationalizability_category,audit_eligibility_reason,claim_verbatim,claim_location,proposed_formalization,review_notes
ext_2311_15123v3_claim5,2311.15123v3,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://doi.org/10.5281/zenodo'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"19 shows that although Q-Pilot has less depth than Atomique, Atomique has better overall fidelity, showing a better balance between depth, two-qubit gates, and atom movement.","Page 10, In the latter case, the SMT formulation is relaxed in a, character 47609","{""problem"": ""neutral-atom application-specific compilation"", ""baseline_A"": ""Atomique"", ""baseline_B"": ""Q-Pilot"", ""metric"": ""overall fidelity"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit tradeoff; primary metric fidelity.
ext_2411_00518v2_claim1,2411.00518v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://github.com/Damuna/'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"Furthermore, we conduct numerical experiments for our method on the same benchmark instances as for the Copula-QAOA and demonstrate that our method is able to provide higher approximation ratios on a consistent level, that is, without the drop in quality for instance sizes above ten.","Page 2, QTG as Grover-like mixer converges towards the optimum as, character 6356","{""problem"": ""knapsack QAOA benchmarks"", ""baseline_A"": ""QTG-based AAM-QAOA"", ""baseline_B"": ""Copula-QAOA"", ""metric"": ""approximation ratio"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Explicit metric and comparator.
ext_2411_00518v2_claim2,2411.00518v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,borderline,Repo evidence sample: ['https://github.com/Damuna/'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Although the Copula-QAOA exhibits superior performance for smaller instances compared to the QTG-QAOA, it rapidly declines in efficacy as problem size increases, even when massively extending the circuit depth and, thereby, the number of variational parameters.","Page 9, Amplitude Amplification-Mixer-QAOA (AAM-QAOA) where, character 46505","{""problem"": ""small knapsack instances"", ""baseline_A"": ""Copula-QAOA"", ""baseline_B"": ""QTG-QAOA"", ""metric"": ""performance"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Explicit small-instance direction; large-size decline noted.
ext_2110_00592v2_claim1,2110.00592v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['http://github.com/iic-jku/ibm_'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"Without applying commutation rules, Nuwa uses approximately 34% fewer Swap gates than tket on average, and 66% fewer than SABRE.","Page 10, Number of Lowest Swap Counts 1 0 0 1 20, character 41211","{""problem"": ""quantum circuit placement/routing without commutation"", ""baseline_A"": ""Nuwa"", ""baseline_B"": ""tket and SABRE"", ""metric"": ""SWAP gate count"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}","Explicit percentages, comparator, and metric."
ext_2110_00592v2_claim2,2110.00592v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['http://github.com/iic-jku/ibm_'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"On average, Nuwa uses 9.0% fewer Swap gates than tket and 51.8% fewer Swap gates than arct for QSP circuits.","Page 8, Method (1): linear placement, method (2A): matching-based, character 38381","{""problem"": ""QSP circuit transpilation"", ""baseline_A"": ""Nuwa"", ""baseline_B"": ""tket and arct"", ""metric"": ""SWAP gate count"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Explicit average percentages.
ext_2110_00592v2_claim3,2110.00592v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['http://github.com/iic-jku/ibm_'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,"For product formula circuits, Nuwa uses 13.1% more Swap gates than tket but 83.1% fewer than arct.","Page 8, Method (1): linear placement, method (2A): matching-based, character 38566","{""problem"": ""product formula circuit transpilation"", ""baseline_A"": ""tket"", ""baseline_B"": ""Nuwa"", ""metric"": ""SWAP gate count"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Primary directional claim is tket better than Nuwa; arct comparison noted.
ext_2110_00592v2_claim5,2110.00592v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['http://github.com/iic-jku/ibm_'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"We observe from Table I that method (3) produces the greatest number of best results for smaller circuits (i.e., circuits with fewer than 100 gates) among the benchmark tests we run, both with and without the application of commutation rules.","Page 7, Given the linear structure of Ising model circuits, they, character 34140","{""problem"": ""Nuwa placement heuristics on small circuits"", ""baseline_A"": ""method (3) multiple placements"", ""baseline_B"": ""methods (1)/(2)"", ""metric"": ""number of best results"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Explicit condition and metric.
ext_2110_00592v2_claim6,2110.00592v2,compilation,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['http://github.com/iic-jku/ibm_'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"However, for larger circuits (i.e., those having more than 400 gates), method (2B) produces the greatest number of best results, both with and without applying commutation, by taking advantage of the matching algorithms and randomness involved in producing the rest of the placements.","Page 7, We observe from Table I that method (3) produces the, character 34383","{""problem"": ""Nuwa placement heuristics on large circuits"", ""baseline_A"": ""method (2B) blossom matching-based placement"", ""baseline_B"": ""other placement methods"", ""metric"": ""number of best results"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Explicit condition and metric.
ext_2405_20173v2_claim1,2405.20173v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/eclipse-qrisp/Qrisp'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Through this preliminary experimentation, Eclipse Qrisp demonstrated promising results, outperforming both versions of its counterparts in terms of results quality and circuit complexity.",Local text character 1133,"{""problem"": ""QAOA implementation comparison"", ""baseline_A"": ""Eclipse Qrisp QAOA"", ""baseline_B"": ""Qiskit-Library QAOA and ad-hoc QAOA"", ""metric"": ""result quality and circuit complexity"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit comparator and result dimensions in the sentence.
ext_2405_20173v2_claim2,2405.20173v2,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,operationalizable,Repo evidence sample: ['https://github.com/eclipse-qrisp/Qrisp'],audit_eligible_operationalizable,Passed O1-loose/O2-O7 and not flagged as deterministic resource-table verification-only in this refinement.,The importance of these results is accentuated by the fact that the depths of the circuits employed by Eclipse Qrisp’s QAOA are significantly better than Qiskit-Library QAOA and ad-hoc QAOA .,Local text character 11402,"{""problem"": ""QAOA implementation comparison"", ""baseline_A"": ""Eclipse Qrisp QAOA"", ""baseline_B"": ""Qiskit-Library QAOA and ad-hoc QAOA"", ""metric"": ""circuit depth"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Clean replacement for the prior URL/page-marker scaling claim; exact contiguous sentence from local text.
ext_2304_03829v1_claim1,2304.03829v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"The automated oracle synthesis tool comprises two diﬀerent oracle synthesis methods, one of which produces an oracle with the minimum number of required qubits to support the embedding function, and the other of which produces an oracle with more qubits—but usually fewer gates—in order to preserve the embedding function domain values.","Page 2, 1. INTRODUCTION, character 6052","{""problem"": ""quantum oracle synthesis"", ""baseline_A"": ""domain-preserving oracle synthesis"", ""baseline_B"": ""minimum-qubit oracle synthesis"", ""metric"": ""gate count"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Explicit tradeoff: more qubits but usually fewer gates.
ext_2304_03829v1_claim2,2304.03829v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Fully-explicit function representations not only result in increased circuit complexity, but also in increased time-to-synthesis, which is again higher for TBS than for ESOP.","Page 13, 5.2 Oracles for benchmark functions, character 50390","{""problem"": ""oracle synthesis from explicit function representations"", ""baseline_A"": ""ESOP synthesis"", ""baseline_B"": ""TBS synthesis"", ""metric"": ""time-to-synthesis"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit higher-for-TBS direction.
ext_2304_03829v1_claim3,2304.03829v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"(Note that the average for ESOP does not consider the outlier of apex4, which was too large for synthesis with TBS.) Additionally, as with circuit complexity, ESOP synthesis with RTT preprocessing exhibits higher synthesis times than for ESOP alone; the average time-to-synthesis becomes 7 .23e6 microseconds, which is two orders of magnitude higher than ESOP’s average, and three orders of magnitude lower than TBS’.","Page 13, 5.2 Oracles for benchmark functions, character 50684","{""problem"": ""oracle synthesis preprocessing"", ""baseline_A"": ""ESOP alone"", ""baseline_B"": ""ESOP with RTT preprocessing"", ""metric"": ""time-to-synthesis"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Primary formalization records ESOP alone as faster than RTT+ESOP.
ext_2304_03829v1_claim4,2304.03829v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Figure 8 further supports this hypothesis by illustrating that the circuit complexity is signiﬁcantly higher (on average, 6,981.6) when ESOP is applied after RTT preprocessing than when ESOP is applied without RTT preprocessing.","Page 13, 5.2 Oracles for benchmark functions, character 50067","{""problem"": ""oracle synthesis preprocessing"", ""baseline_A"": ""ESOP without RTT preprocessing"", ""baseline_B"": ""ESOP after RTT preprocessing"", ""metric"": ""circuit complexity"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit metric and direction.
ext_2409_19820v1_claim1,2409.19820v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"In particular, Qompose improves the pulse counts in the critical path by 8.4% and 5.4% for randomly-generated quantum circuits and real-world benchmarks over randomly selecting one of the topology options.",Local text character 6045,"{""problem"": ""neutral-atom topology selection across random and real-world circuits"", ""baseline_A"": ""Qompose-selected topology"", ""baseline_B"": ""random topology selection"", ""metric"": ""critical-path pulse count"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Clean quantitative 8.4%/5.4% improvement; c1/c5/c8 retained as broader equivalent context.
ext_2409_19820v1_claim3,2409.19820v1,variational,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"In CH, a function used in SHA-256, requires 32.3% less pulses to run on a t-triangle topology as compared to a s-triangle one.",Local text character 39345,"{""problem"": ""CH/SHA-256 neutral-atom benchmark"", ""baseline_A"": ""t-triangle topology"", ""baseline_B"": ""s-triangle topology"", ""metric"": ""pulse count"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""discrete"", ""comparator_type"": ""tool_vs_tool""}",Explicit percentage and comparator.
ext_2408_08365v1_claim1,2408.08365v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,fail,Metric is mixed/composite rather than a single audit metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Our contributions are as follows: • We are the first to explore the LNN topology for QAOA circuits. • We analyze the structure of QAOA circuits and the LNN topology, and propose a method to efficiently map QAOA circuits onto the LNN topology. • We evaluate our method on IBM’s heavy-hex topology and demonstrate a 30% reduction in gate count and a 39x acceleration in compilation time.",Local text character 6866,"{""problem"": ""QAOA circuit compilation on IBM heavy-hex"", ""baseline_A"": ""Coqa/proposed LNN-based method"", ""baseline_B"": ""general-purpose/baseline QAOA compilers"", ""metric"": ""gate count and compilation time"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit quantitative reductions; c2 retained as equivalent abstract phrasing.
ext_2408_08365v1_claim2,2408.08365v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"The results demonstrate that our method consistently outperforms the other methods, showing significantly lower compilation times across all tested qubit counts.",Local text character 25024,"{""problem"": ""large-scale QAOA compilation"", ""baseline_A"": ""Coqa/proposed method"", ""baseline_B"": ""QAIM and Structured Method"", ""metric"": ""compilation time"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit lower compilation times across all tested qubit counts.
ext_2408_08365v1_claim3,2408.08365v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"For instance, at 65 qubits, our method takes only 0.012 seconds, compared to 292 seconds for QAIM and 0.8 seconds for the Structured Method.",Local text character 25186,"{""problem"": ""65-qubit QAOA compilation"", ""baseline_A"": ""Coqa/proposed method"", ""baseline_B"": ""QAIM and Structured Method"", ""metric"": ""compilation time"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit 0.012s vs 292s vs 0.8s values.
ext_2408_08365v1_claim4,2408.08365v1,compilation,HIGH,fail,No public code repository or archived artifact was identifiable in paper text.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",pass,Both compared objects are named tools/methods or standard algorithms.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,pass,Compared objects are concrete named methods/tools/configurations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: [],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"As the qubit count increases, the efficiency of our method remains obvious with a minimal increase in time even for 1025 qubits where it takes 8.68 seconds, while QAIM exceeds 5 hours.",Local text character 25327,"{""problem"": ""1025-qubit QAOA compilation"", ""baseline_A"": ""Coqa/proposed method"", ""baseline_B"": ""QAIM"", ""metric"": ""compilation time"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""compilation"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit 8.68s vs >5h comparison.
ext_2405_07624v1_claim1,2405.07624v1,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/dwavesystems/'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"As apparent, SA performs best with the lowest TTS (with and without overhead).",Local text character 36105,"{""problem"": ""Max-Cut solver benchmark"", ""baseline_A"": ""simulated annealing"", ""baseline_B"": ""DW/QAOA/TS/Gurobi/CPLEX/LS"", ""metric"": ""time-to-solution"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit lowest TTS.
ext_2405_07624v1_claim2,2405.07624v1,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,Compared objects are not both publicly identifiable from the worksheet/formalization.,pass,Five-tuple fields are present and directional with no obvious composite metric.,pass,Metric is numerical or directly measurable.,unclear,Compared objects are identifiable but not concrete named implementations.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/dwavesystems/'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"DW obtains competitive TTS ( ≈ 10× slower than SA, but the overall TTS oh is considerably worse due to embedding.",Local text character 39127,"{""problem"": ""Max-Cut solver benchmark"", ""baseline_A"": ""simulated annealing"", ""baseline_B"": ""D-Wave annealing"", ""metric"": ""time-to-solution"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit 10x slower DW; text has PDF-extracted open parenthesis but is a contiguous local span.
ext_2405_07624v1_claim4,2405.07624v1,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,pass,Metric is numerical or directly measurable.,fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/dwavesystems/'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"For TSP, we compared different QAOA implementations and found that the low circuit complexity XY approach works best with regard to TTS.",Local text character 52732,"{""problem"": ""TSP QAOA implementation benchmark"", ""baseline_A"": ""low-complexity XY approach"", ""baseline_B"": ""other QAOA implementations"", ""metric"": ""time-to-solution"", ""direction"": ""A < B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""ansatz_vs_ansatz""}",Explicit metric and winner; c5 retained as equivalent results phrasing.
ext_2405_07624v1_claim7,2405.07624v1,variational,HIGH,pass,Loose O1: paper text contains GitHub/GitLab/Zenodo/supplementary artifact link; exact pinning not required.,pass,"Metric appears computable with local software, standard simulation, or deterministic post-processing.",fail,At least one compared baseline is a vague class rather than a publicly identifiable implementation.,fail,Compared object specification is too vague for unambiguous five-tuple audit.,unclear,"Metric may be measurable, but quantitative operational definition is not explicit.",fail,Compared objects include vague buckets such as other/conventional/prior/classical methods.,pass,Specific problem instance or family is identifiable.,not_operationalizable,Repo evidence sample: ['https://github.com/dwavesystems/'],not_operationalizable_or_borderline,Did not receive operationalizable verdict under O1-loose filter.,"Apart from the first group, Gurobi, and CPLEX—closely followed by SA up to 160 nodes—attain the overall best-found solution significantly more often than the other algorithms while consistently verifying that the optimal solution was found.",Local text character 43905,"{""problem"": ""large Max-Cut benchmark"", ""baseline_A"": ""Gurobi and CPLEX"", ""baseline_B"": ""other algorithms"", ""metric"": ""frequency of best-found solution"", ""direction"": ""A > B"", ""delta"": ""0"", ""paradigm"": ""variational_optimization"", ""metric_type"": ""continuous"", ""comparator_type"": ""tool_vs_tool""}",Explicit comparator and metric.
