claim_id,paper_id,paradigm,confidence,final_accepted_comparative_claim,final_claim_card_specifiable,final_relation_family,final_scalar_directional,final_planning_feasible,final_scalar_oriented_planning,final_perturbation_audit_candidate,final_verification_only,final_materialized_rq2,final_tier,decision_source,source_evidence_status,source_location,decision_note
ext_2309_16796v3_claim2,2309.16796v3,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,"Page 13, 4 Results and Discussion, character 29944",scalar-directional but outside planning-feasible set
ext_2309_16796v3_claim3,2309.16796v3,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,"Page 12, 4 Results and Discussion, character 28994",scalar-directional but outside planning-feasible set
ext_2206_09938v2_claim1,2206.09938v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Page 1, Toronto, ON, M4R 1A2, Canada, character 1206",
ext_2206_09938v2_claim2,2206.09938v2,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 524,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2308_01789v1_claim1,2308.01789v1,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,insufficient_context,"Results, Number of Gates and Cnot",perturbation-audit candidate not materialized as RQ2 T1 card
ext_2308_01789v1_claim2,2308.01789v1,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 394,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2308_01789v1_claim3,2308.01789v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, optimizer budget",
ext_2206_06684v1_claim1,2206.06684v1,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,insufficient_context,Evaluation,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2206_06684v1_claim2,2206.06684v1,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,insufficient_context,Evaluation,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2405_11917v2_claim1,2405.11917v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Abstract,
ext_2405_11917v2_claim3,2405.11917v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, Fire Opal transpilation",
ext_2405_11917v2_claim4,2405.11917v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, hardware comparison",
ext_2405_11917v2_claim5,2405.11917v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Discussion,
ext_2305_03390v1_claim1,2305.03390v1,variational,HIGH,true,true,multi_objective,false,false,false,false,false,false,,headline_count_final_crosscheck_decisions.csv,verified_sentence,line 427,Multi-objective relation; scalar_directional remains false.
ext_2305_03390v1_claim2,2305.03390v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 644,scalar-directional but outside planning-feasible set
ext_2305_03390v1_claim4,2305.03390v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Evaluation summary,
ext_2201_06457v1_claim1,2201.06457v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Benchmark results,
ext_2201_06457v1_claim3,2201.06457v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Iteration sensitivity,
ext_2404_17242v2_claim1,2404.17242v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, density comparison",
ext_2404_17242v2_claim2,2404.17242v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 32,scalar-directional but outside planning-feasible set
ext_2404_17242v2_claim3,2404.17242v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,"Results, correlation comparison",scalar-directional but outside planning-feasible set
ext_2404_17242v2_claim4,2404.17242v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, recalculation interval",
ext_2404_17242v2_claim5,2404.17242v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Results/discussion,
ext_2404_17242v2_claim6,2404.17242v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, bare vs shrinking",
ext_2404_17242v2_claim7,2404.17242v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, correlation methods",
ext_2302_02278v2_claim1,2302.02278v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Strategy plots,
ext_2302_02278v2_claim3,2302.02278v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Fidelity/volumetric positioning,
ext_2108_02099v2_claim1,2108.02099v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, compilation overhead",
ext_2108_02099v2_claim2,2108.02099v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, two-qubit overhead",
ext_2108_02099v2_claim3,2108.02099v2,compilation,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,headline_count_final_crosscheck_decisions.csv,verified_sentence,line 1644,"Proposed-method artifact is unavailable, so planning remains false."
ext_2108_02099v2_claim4,2108.02099v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,QAOA compiler comparison,
ext_2402_02585v1_claim1,2402.02585v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Abstract/introduction,
ext_2402_02585v1_claim2,2402.02585v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Abstract/introduction,
ext_2402_02585v1_claim3,2402.02585v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Hardware results,scalar-directional but outside planning-feasible set
ext_2402_02585v1_claim4,2402.02585v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Hardware fairness metrics,scalar-directional but outside planning-feasible set
ext_2207_10555v1_claim1,2207.10555v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Ideal simulation results,
ext_2207_10555v1_claim2,2207.10555v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Mixer comparison results,
ext_2207_10555v1_claim3,2207.10555v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Noise results,
ext_2207_10555v1_claim4,2207.10555v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Noise results,
ext_2207_10555v1_claim5,2207.10555v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Appendix, mixer decomposition",
ext_2003_08408v2_claim1,2003.08408v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Evaluation,
ext_2309_00047v1_claim1,2309.00047v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Noiseless simulations,scalar-directional but outside planning-feasible set
ext_2309_00047v1_claim2,2309.00047v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Gate-noise simulations,scalar-directional but outside planning-feasible set
ext_2309_00047v1_claim3,2309.00047v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Noise resilience results,scalar-directional but outside planning-feasible set
ext_2309_00047v1_claim4,2309.00047v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Ablation results,
ext_2309_00047v1_claim5,2309.00047v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 1284,scalar-directional but outside planning-feasible set
ext_2112_03199v4_claim1,2112.03199v4,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,IBM Lagos results,
ext_2112_03199v4_claim2,2112.03199v4,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,insufficient_context,Runtime results,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2112_03199v4_claim3,2112.03199v4,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Runtime results,scalar-directional but outside planning-feasible set
ext_2011_12191v4_claim1,2011.12191v4,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,insufficient_context,Results,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2011_12191v4_claim2,2011.12191v4,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 918,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2011_12191v4_claim3,2011.12191v4,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Benchmark/random-circuit results,
ext_2011_12191v4_claim4,2011.12191v4,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Random-circuit results,
ext_2011_12191v4_claim5,2011.12191v4,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 924,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2101_10296v3_claim1,2101.10296v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Method/results summary,
ext_2101_10296v3_claim2,2101.10296v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Symmetry reduction method,
ext_2101_10296v3_claim3,2101.10296v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 67,
ext_2101_10296v3_claim4,2101.10296v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Amortized evaluation discussion,
ext_2105_06240v2_claim1,2105.06240v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Results/conclusion,
ext_2105_06240v2_claim2,2105.06240v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Benchmark results,
ext_2409_18963v3_claim1,2409.18963v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, Grover circuits",
ext_2409_18963v3_claim2,2409.18963v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Transpiler comparison,
ext_2409_18963v3_claim3,2409.18963v3,compilation,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,MCZ decomposition discussion,scalar-directional but outside planning-feasible set
ext_2102_06813v1_claim1,2102.06813v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Results,
ext_2102_06813v1_claim2,2102.06813v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 1112,scalar-directional but outside planning-feasible set
ext_2102_06813v1_claim3,2102.06813v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Depth distribution results,
ext_2007_15671v1_claim1,2007.15671v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Abstract/results,
ext_2007_15671v1_claim2,2007.15671v1,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T4,relation_schema_rq1_flags.csv,insufficient_context,QAOA layout results,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2007_15671v1_claim3,2007.15671v1,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T4,relation_schema_rq1_flags.csv,verified_sentence,line 116,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2007_15671v1_claim4,2007.15671v1,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T4,relation_schema_rq1_flags.csv,insufficient_context,TB-OLSQ-SWAP evaluation,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2411_10062v1_claim1,2411.10062v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 883,
ext_2411_10062v1_claim2,2411.10062v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Results,
ext_2309_05157v1_claim1,2309.05157v1,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T4,relation_schema_rq1_flags.csv,insufficient_context,Benchmark results/Figure 1,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2309_05157v1_claim2,2309.05157v1,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T4,relation_schema_rq1_flags.csv,insufficient_context,Dynamical decoupling results,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2309_05157v1_claim3,2309.05157v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,DD example,
ext_2309_05157v1_claim4,2309.05157v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Trapped-ion SWAP mirroring,
ext_2309_05157v1_claim5,2309.05157v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Routing results,
ext_2410_04030v1_claim1,2410.04030v1,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 547,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2410_04030v1_claim2,2410.04030v1,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 552,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2410_04030v1_claim3,2410.04030v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Performance results,
ext_2410_04030v1_claim4,2410.04030v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Layer-depth results,
ext_2003_10611v3_claim1,2003.10611v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Section 9/results summary,
ext_2003_10611v3_claim2,2003.10611v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Benchmark results,
ext_2003_10611v3_claim4,2003.10611v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Routing results,
ext_2003_10611v3_claim5,2003.10611v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Pauli gadget circuit results,
ext_2407_06663v2_claim1,2407.06663v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Numerical results,
ext_2407_06663v2_claim2,2407.06663v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Numerical results,
ext_2407_06663v2_claim3,2407.06663v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 1615,scalar-directional but outside planning-feasible set
ext_2407_06663v2_claim4,2407.06663v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Analytical comparison,scalar-directional but outside planning-feasible set
ext_2407_06663v2_claim5,2407.06663v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Conclusion,scalar-directional but outside planning-feasible set
ext_2309_01028v2_claim1,2309.01028v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Encoding comparison results,
ext_2309_01028v2_claim2,2309.01028v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Encoding comparison results,
ext_2309_01028v2_claim3,2309.01028v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Encoding comparison results,
ext_2309_01028v2_claim4,2309.01028v2,compilation,HIGH,true,true,multi_objective,false,false,false,false,false,false,,headline_count_final_crosscheck_decisions.csv,verified_sentence,line 1054,Multi-objective relation; scalar_directional remains false.
ext_2309_01028v2_claim5,2309.01028v2,compilation,HIGH,true,true,scalar_directional,true,true,true,true,false,false,,headline_count_final_crosscheck_decisions.csv,verified_sentence,line 1068,"Adds one represented, scalar, planning, and scalar-planning record."
ext_2309_01028v2_claim6,2309.01028v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Optimization-depth results,
ext_2405_09169v3_claim1,2405.09169v3,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 108,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2405_09169v3_claim2,2405.09169v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,W-MaxCut probability results,
ext_2405_09169v3_claim3,2405.09169v3,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,insufficient_context,109-qubit depth/resource results,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2405_08941v3_claim1,2405.08941v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Conclusions,
ext_2405_08941v3_claim3,2405.08941v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Model-depth comparison,
ext_2301_00520v2_claim1,2301.00520v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Abstract/results summary,
ext_2301_00520v2_claim2,2301.00520v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Results,
ext_2301_00520v2_claim3,2301.00520v2,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 654,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2301_00520v2_claim4,2301.00520v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,DDD comparison table,
ext_2301_00520v2_claim5,2301.00520v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 870,scalar-directional but outside planning-feasible set
ext_2209_03824v3_claim1,2209.03824v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Noiseless optimization results,
ext_2209_03824v3_claim2,2209.03824v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Circuit-run comparison,
ext_2209_03824v3_claim3,2209.03824v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Discussion/results,
ext_2205_03441v1_claim1,2205.03441v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, local simulation",
ext_2205_03441v1_claim2,2205.03441v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,"Results, real simulation",
ext_2205_03441v1_claim3,2205.03441v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Problem-family comparison,
ext_2205_03441v1_claim4,2205.03441v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 691,scalar-directional but outside planning-feasible set
ext_2205_03441v1_claim5,2205.03441v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local vs real simulation comparison,
ext_2406_14411v1_claim1,2406.14411v1,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Local text character 19442,scalar-directional but outside planning-feasible set
ext_2404_14531v1_claim3,2404.14531v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 29338,
ext_2309_05924v1_claim1,2309.05924v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 7545,
ext_2111_13454v3_claim1,2111.13454v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 1548,
ext_2111_13454v3_claim2,2111.13454v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 14937,
ext_2111_13454v3_claim3,2111.13454v3,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 15754,
ext_2111_13454v3_claim4,2111.13454v3,variational,HIGH,true,true,multi_objective,false,true,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Local text character 20446,"relation-aware planning candidate, non-scalar"
ext_2106_08682v1_claim1,2106.08682v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 2497,
ext_2106_08682v1_claim2,2106.08682v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 20942,
ext_2409_08844v2_claim1,2409.08844v2,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,true,T1,relation_schema_rq1_flags.csv,insufficient_context,Local text character 15252,RQ2 scalar card
ext_2409_08844v2_claim2,2409.08844v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 15444,
ext_2409_08844v2_claim3,2409.08844v2,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,true,T1,relation_schema_rq1_flags.csv,verified_sentence,line 614,RQ2 scalar card
ext_2409_08844v2_claim4,2409.08844v2,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,true,T1,relation_schema_rq1_flags.csv,insufficient_context,Local text character 27805,RQ2 scalar card
ext_2409_08844v2_claim5,2409.08844v2,variational,HIGH,true,true,multi_objective,false,true,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,Local text character 29456,"relation-aware planning candidate, non-scalar"
ext_2409_08844v2_claim6,2409.08844v2,variational,HIGH,true,true,scalar_directional,true,true,true,true,false,false,T3,relation_schema_rq1_flags.csv,verified_sentence,line 656,perturbation-audit candidate not materialized as RQ2 T1 card
ext_2204_13719v3_claim2,2204.13719v3,variational,HIGH,true,true,multi_objective,false,true,false,false,false,false,,relation_schema_rq1_flags.csv,insufficient_context,"Section 5 Evaluation, number-of-qubits discussion","relation-aware planning candidate, non-scalar"
ext_2408_13316v2_claim1,2408.13316v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 1544,
ext_2410_22247v2_claim1,2410.22247v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 1060,
ext_2410_22247v2_claim2,2410.22247v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 575,scalar-directional but outside planning-feasible set
ext_2410_22247v2_claim3,2410.22247v2,variational,HIGH,true,true,scalar_directional,true,false,false,false,false,false,,relation_schema_rq1_flags.csv,verified_sentence,line 602,scalar-directional but outside planning-feasible set
ext_2210_08039v1_claim1,2210.08039v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 647,
ext_2210_08039v1_claim2,2210.08039v1,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 52240,
ext_2410_07674v1_claim1,2410.07674v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 1142,
ext_2410_07674v1_claim2,2410.07674v1,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 1333,
ext_2208_13380v2_claim1,2208.13380v2,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 2368,
ext_2208_13380v2_claim2,2208.13380v2,compilation,HIGH,false,false,not_specifiable,false,false,false,false,false,false,,headline_count_final_crosscheck_decisions.csv,verified_sentence,line 1064,Specifiable was already false; only the accepted-claim count changes.
ext_2407_01975v2_claim1,2407.01975v2,variational,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 11689,
ext_2207_05751v3_claim2,2207.05751v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 14918,
ext_2207_05751v3_claim4,2207.05751v3,compilation,HIGH,true,false,not_specifiable,false,false,false,false,false,false,,relation_schema_rq1_flags.csv,raw_extraction_record,Local text character 56592,
