claim_id,arxiv_id,failed_or_unclear_criteria
ext_2003_10611v3_claim2,2003.10611v3,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2003_10611v3_claim4,2003.10611v3,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Direction is equality/boundary rather than a strict directional claim. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2003_10611v3_claim5,2003.10611v3,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2407_06663v2_claim1,2407.06663v2,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2407_06663v2_claim2,2407.06663v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2407_06663v2_claim3,2407.06663v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2407_06663v2_claim4,2407.06663v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2407_06663v2_claim5,2407.06663v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2309_01028v2_claim1,2309.01028v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2309_01028v2_claim2,2309.01028v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2309_01028v2_claim3,2309.01028v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2309_01028v2_claim4,2309.01028v2,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2309_01028v2_claim5,2309.01028v2,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2309_01028v2_claim6,2309.01028v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2405_09169v3_claim2,2405.09169v3,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations. | O7: Problem family is very terse and may need human clarification.
ext_2405_08941v3_claim1,2405.08941v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2405_08941v3_claim3,2405.08941v3,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2301_00520v2_claim1,2301.00520v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2301_00520v2_claim2,2301.00520v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2301_00520v2_claim4,2301.00520v2,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2301_00520v2_claim5,2301.00520v2,O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.
ext_2209_03824v3_claim1,2209.03824v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2209_03824v3_claim2,2209.03824v3,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2209_03824v3_claim3,2209.03824v3,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2205_03441v1_claim1,2205.03441v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2205_03441v1_claim2,2205.03441v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2205_03441v1_claim3,2205.03441v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2205_03441v1_claim4,2205.03441v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2205_03441v1_claim5,2205.03441v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2406_14411v1_claim1,2406.14411v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2404_14531v1_claim3,2404.14531v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2309_05924v1_claim1,2309.05924v1,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2111_13454v3_claim1,2111.13454v3,"O4: Direction is equality/boundary rather than a strict directional claim. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2111_13454v3_claim2,2111.13454v3,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2111_13454v3_claim3,2111.13454v3,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2111_13454v3_claim4,2111.13454v3,O4: Metric is mixed/composite rather than a single audit metric.
ext_2106_08682v1_claim1,2106.08682v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2106_08682v1_claim2,2106.08682v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2409_08844v2_claim2,2409.08844v2,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2409_08844v2_claim5,2409.08844v2,O4: Metric is mixed/composite rather than a single audit metric.
ext_2204_13719v3_claim2,2204.13719v3,O4: Metric is mixed/composite rather than a single audit metric.
ext_2408_13316v2_claim1,2408.13316v2,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2410_22247v2_claim1,2410.22247v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2410_22247v2_claim2,2410.22247v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2410_22247v2_claim3,2410.22247v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2210_08039v1_claim1,2210.08039v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2210_08039v1_claim2,2210.08039v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2410_07674v1_claim1,2410.07674v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2410_07674v1_claim2,2410.07674v1,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2208_13380v2_claim1,2208.13380v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2208_13380v2_claim2,2208.13380v2,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2407_01975v2_claim1,2407.01975v2,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2207_05751v3_claim2,2207.05751v3,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2207_05751v3_claim4,2207.05751v3,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2403_18395v2_claim1,2403.18395v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2403_18395v2_claim2,2403.18395v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2403_18395v2_claim3,2403.18395v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2403_18395v2_claim4,2403.18395v2,O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O4: Metric is mixed/composite rather than a single audit metric.
ext_2308_10383v2_claim1,2308.10383v2,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2308_10383v2_claim2,2308.10383v2,"O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2308_10383v2_claim3,2308.10383v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2307_07193v3_claim2,2307.07193v3,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2303_00329v2_claim1,2303.00329v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2208_09888v1_claim1,2208.09888v1,O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2205_01192v1_claim1,2205.01192v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2205_01192v1_claim3,2205.01192v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2111_03016v3_claim1,2111.03016v3,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2110_10788v3_claim1,2110.10788v3,O4: Metric is mixed/composite rather than a single audit metric.
ext_2110_10788v3_claim2,2110.10788v3,"O3: Artifact exists, but one compared object is not clearly separable from the paper's implementation. | O4: Metric is mixed/composite rather than a single audit metric. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2108_03281v1_claim1,2108.03281v1,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2101_05742v3_claim2,2101.05742v3,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2101_05742v3_claim3,2101.05742v3,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2312_06922v4_claim1,2312.06922v4,O1: No public code repository or archived artifact was identifiable in paper text. | O4: Metric is mixed/composite rather than a single audit metric.
ext_2312_06922v4_claim2,2312.06922v4,O1: No public code repository or archived artifact was identifiable in paper text. | O4: Metric is mixed/composite rather than a single audit metric.
ext_2310_10360v2_claim1,2310.10360v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2111_12754v2_claim2,2111.12754v2,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2111_00796v3_claim1,2111.00796v3,"O1: No public code repository or archived artifact was identifiable in paper text. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2109_04482v2_claim1,2109.04482v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2412_13271v1_claim2,2412.13271v1,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2412_13271v1_claim4,2412.13271v1,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2412_13271v1_claim5,2412.13271v1,O4: Metric is mixed/composite rather than a single audit metric.
ext_2402_12105v1_claim1,2402.12105v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2309_04754v1_claim2,2309.04754v1,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2303_08910v3_claim1,2303.08910v3,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2212_11405v1_claim1,2212.11405v1,O1: No public code repository or archived artifact was identifiable in paper text. | O4: Metric is mixed/composite rather than a single audit metric.
ext_2212_11405v1_claim2,2212.11405v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2212_11405v1_claim3,2212.11405v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2209_08535v4_claim1,2209.08535v4,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2205_01726v1_claim3,2205.01726v1,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2205_01726v1_claim4,2205.01726v1,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2204_10741v2_claim1,2204.10741v2,O1: No public code repository or archived artifact was identifiable in paper text. | O4: Metric is mixed/composite rather than a single audit metric.
ext_2204_10741v2_claim2,2204.10741v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2112_07416v2_claim2,2112.07416v2,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2112_07416v2_claim3,2112.07416v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2111_08085v3_claim1,2111.08085v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2111_08085v3_claim2,2111.08085v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2107_08606v3_claim1,2107.08606v3,O1: No public code repository or archived artifact was identifiable in paper text. | O4: Metric is mixed/composite rather than a single audit metric.
ext_2107_08606v3_claim3,2107.08606v3,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2103_08563v3_claim1,2103.08563v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2103_08563v3_claim2,2103.08563v3,O1: No public code repository or archived artifact was identifiable in paper text. | O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation.
ext_2102_00345v2_claim3,2102.00345v2,O4: Direction is equality/boundary rather than a strict directional claim.
ext_2101_08526v7_claim2,2101.08526v7,"O1: No public code repository or archived artifact was identifiable in paper text. | O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2011_08137v3_claim1,2011.08137v3,O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
ext_2009_13545v3_claim2,2009.13545v3,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2008_02941v2_claim1,2008.02941v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2008_02941v2_claim2,2008.02941v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2006_13222v2_claim2,2006.13222v2,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2005_11011v2_claim1,2005.11011v2,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Metric is mixed/composite rather than a single audit metric. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2005_11011v2_claim2,2005.11011v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2005_11011v2_claim3,2005.11011v2,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2002_11724v2_claim1,2002.11724v2,O1: No public code repository or archived artifact was identifiable in paper text. | O5: Metric is qualitative or aggregate rather than directly quantitative.
ext_2002_11724v2_claim2,2002.11724v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2002_11724v2_claim3,2002.11724v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2110_10788v3_claim3,2110.10788v3,"O3: Artifact exists, but one compared object is not clearly separable from the paper's implementation. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2405_05875v2_claim4,2405.05875v2,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2411_19388v1_claim11,2411.19388v1,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2306_02024v1_claim2,2306.02024v1,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2311_16190v3_claim5,2311.16190v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2303_02830v1_claim5,2303.02830v1,O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2409_10739v3_claim6,2409.10739v3,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2009_03351v3_claim1,2009.03351v3,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2405_05875v2_claim2,2405.05875v2,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2101_05742v3_claim1,2101.05742v3,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Metric is mixed/composite rather than a single audit metric. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2101_08526v7_claim1,2101.08526v7,O1: No public code repository or archived artifact was identifiable in paper text. | O4: Metric is mixed/composite rather than a single audit metric.
ext_2204_13719v3_claim3,2204.13719v3,"O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2401_02852v1_claim1,2401.02852v1,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2101_10296v3_claim5,2101.10296v3,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2202_14025v1_legacy_claim9,2202.14025v1,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2205_01726v1_claim2,2205.01726v1,O5: Metric is qualitative or aggregate rather than directly quantitative.
ext_2405_07624v1_claim3,2405.07624v1,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2405_07624v1_claim6,2405.07624v1,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2209_03824v3_claim4,2209.03824v3,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2303_00329v2_claim2,2303.00329v2,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2112_07416v2_claim1,2112.07416v2,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2410_07674v1_claim3,2410.07674v1,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2110_00592v2_claim7,2110.00592v2,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2102_05997v1_claim1,2102.05997v1,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2204_10741v2_claim3,2204.10741v2,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2112_03199v4_claim4,2112.03199v4,O1: No public code repository or archived artifact was identifiable in paper text.
ext_2102_06813v1_claim4,2102.06813v1,O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2009_13140v3_claim2,2009.13140v3,O1: No public code repository or archived artifact was identifiable in paper text. | O2: Metric may depend on hardware/noise behavior rather than a standard simulator-only run. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Direction is equality/boundary rather than a strict directional claim. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2308_02536v1_legacy_claim1,2308.02536v1,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2303_08910v3_claim3,2303.08910v3,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2405_11917v2_claim2,2405.11917v2,"O1: No public code repository or archived artifact was identifiable in paper text. | O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Direction is equality/boundary rather than a strict directional claim. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2202_06782v1_claim1,2202.06782v1,"O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2311_15123v3_claim6,2311.15123v3,"O3: Artifact exists, but one compared object is not clearly separable from the paper's implementation. | O6: Compared objects are identifiable but not concrete named implementations."
ext_2412_13271v1_claim3,2412.13271v1,"O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O5: Metric may be measurable, but quantitative operational definition is not explicit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods."
ext_2111_03016v3_claim2,2111.03016v3,"O5: Metric may be measurable, but quantitative operational definition is not explicit."
ext_2102_00345v2_claim2,2102.00345v2,O3: Compared objects are not both publicly identifiable from the worksheet/formalization. | O4: Direction is equality/boundary rather than a strict directional claim. | O6: Compared objects are identifiable but not concrete named implementations.
ext_2402_12105v1_claim2,2402.12105v1,O1: No public code repository or archived artifact was identifiable in paper text. | O4: Metric is mixed/composite rather than a single audit metric.
ext_2302_02278v2_claim4,2302.02278v2,O2: Hardware/noise language appears in the claim context; simulator-only computability needs confirmation. | O3: At least one compared baseline is a vague class rather than a publicly identifiable implementation. | O4: Compared object specification is too vague for unambiguous five-tuple audit. | O6: Compared objects include vague buckets such as other/conventional/prior/classical methods.
