arxiv_id,title,published_date,authors,screening_decision,exclusion_reason,screening_confidence,screening_notes
2301.07445v4,Information scrambling and entanglement in quantum approximate optimization algorithm circuits,2023-01-18 11:36:49+00:00,redacted_for_anonymous_review,exclude,no_quantitative_claim,LOW,"The topic is close to scope, but the title and abstract do not clearly surface a quantitative A-versus-B claim for screening."
2210.08039v1,Qubit-reuse compilation with mid-circuit measurement and reset,2022-10-14 18:11:43+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope compilation/transpilation claim, but the exact quantitative comparator is not fully explicit at title/abstract level. Kept for full-text confirmation."
2209.06864v2,Experimental benchmarking of an automated deterministic error suppression workflow for quantum algorithms,2022-09-14 18:23:17+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2208.13380v2,Let Each Quantum Bit Choose Its Basis Gates,2022-08-29 05:55:55+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope compilation/transpilation claim, but the exact quantitative comparator is not fully explicit at title/abstract level. Kept for full-text confirmation."
2208.09888v1,Iterative-Free Quantum Approximate Optimization Algorithm Using Neural Networks,2022-08-21 14:05:11+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2207.14482v1,Domain-Specific Quantum Architecture Optimization,2022-07-29 05:16:02+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2207.10555v1,Benchmarking the performance of portfolio optimization with QAOA,2022-07-21 15:53:46+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2207.05612v2,A density-matrix renormalization group algorithm for simulating quantum circuits with a finite fidelity,2022-07-12 15:28:55+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2205.10383v3,Squeezing and quantum approximate optimization,2022-05-20 18:00:06+00:00,redacted_for_anonymous_review,exclude,no_quantitative_claim,LOW,"The topic is close to scope, but the title and abstract do not clearly surface a quantitative A-versus-B claim for screening."
2205.06845v6,The QAOA with Few Measurements,2022-05-13 18:42:20+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2205.01192v1,Augmenting QAOA Ansatz with Multiparameter Problem-Independent Layer,2022-05-02 20:14:08+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2204.13802v1,BILP-Q: Quantum Coalition Structure Generation,2022-04-28 22:19:50+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2204.06045v1,Performance Evaluation and Acceleration of the QTensor Quantum Circuit Simulator on GPUs,2022-04-12 19:03:44+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2204.01821v1,Peptide conformational sampling using the Quantum Approximate Optimization Algorithm,2022-04-04 20:09:50+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2202.06782v1,Wasserstein Solution Quality and the Quantum Approximate Optimization Algorithm: A Portfolio Optimization Case Study,2022-02-14 15:00:28+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2112.11151v1,Efficient Classical Computation of Quantum Mean Values for Shallow QAOA Circuits,2021-12-21 12:41:31+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2112.04414v1,Dual Map Framework for Noise Characterization of Quantum Computers,2021-12-08 17:00:51+00:00,redacted_for_anonymous_review,exclude,hardware_only,HIGH,The comparison is primarily hardware- or platform-centric rather than a software-level compilation or variational methodology comparison.
2112.03199v4,Evaluating performance of hybrid quantum optimization algorithms for MAXCUT Clustering using IBM runtime environment,2021-12-06 17:56:35+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2111.03016v3,Graph neural network initialisation of quantum approximate optimisation,2021-11-04 17:19:08+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2110.10788v3,Noisy intermediate-scale quantum computing algorithm for solving an $n$-vertex MaxCut problem with log($n$) qubits,2021-10-20 21:33:41+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2108.03281v1,Globally optimizing QAOA circuit depth for constrained optimization problems,2021-08-06 19:25:45+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2107.13470v2,Unifying and benchmarking state-of-the-art quantum error mitigation techniques,2021-07-28 16:29:08+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2106.15740v1,Importance of Diagonal Gates in Tensor Network Simulations,2021-06-29 21:55:11+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2105.06240v2,Parity Quantum Optimization: Benchmarks,2021-05-13 12:43:16+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2105.01639v1,Practical Verification of Quantum Properties in Quantum Approximate Optimization Runs,2021-05-04 17:33:15+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2104.14778v1,Continuous black-box optimization with quantum annealing and random subspace coding,2021-04-30 06:19:07+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2104.03293v4,GPU-accelerated simulations of quantum annealing and the quantum approximate optimization algorithm,2021-04-07 17:52:50+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2103.17193v3,QPack: Quantum Approximate Optimization Algorithms as universal benchmark for quantum computers,2021-03-31 16:20:51+00:00,redacted_for_anonymous_review,exclude,hardware_only,HIGH,The comparison is primarily hardware- or platform-centric rather than a software-level compilation or variational methodology comparison.
2102.06813v1,Empirical performance bounds for quantum approximate optimization,2021-02-12 23:12:09+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2102.05997v1,Impact of Graph Structures for QAOA on MaxCut,2021-02-11 13:32:00+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2101.12223v3,Fast estimation of outcome probabilities for quantum circuits,2021-01-28 19:00:04+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2101.10296v3,Exploiting Symmetry Reduces the Cost of Training QAOA,2021-01-25 18:25:44+00:00,redacted_for_anonymous_review,include,,MEDIUM,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2101.05742v3,Quantum annealing initialization of the quantum approximate optimization algorithm,2021-01-14 17:45:13+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2012.03421v3,Expectation Values from the Single-Layer Quantum Approximate Optimization Algorithm on Ising Problems,2020-12-07 02:23:37+00:00,redacted_for_anonymous_review,exclude,no_quantitative_claim,LOW,"The topic is close to scope, but the title and abstract do not clearly surface a quantitative A-versus-B claim for screening."
2011.06873v1,Quantum algorithms with local particle number conservation: noise effects and error correction,2020-11-13 11:57:32+00:00,redacted_for_anonymous_review,exclude,error_correction_only,HIGH,Paper centers error-correction or fault-tolerance concerns rather than the scoped compilation or variational-optimization comparisons.
2009.01760v3,Classical variational simulation of the Quantum Approximate Optimization Algorithm,2020-09-03 15:55:27+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2008.06054v1,Approximate optimization of MAXCUT with a local spin algorithm,2020-08-13 18:00:00+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2007.15671v1,Optimal Layout Synthesis for Quantum Computing,2020-07-30 18:05:56+00:00,redacted_for_anonymous_review,include,,MEDIUM,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2004.04197v3,Quantum Approximate Optimization of Non-Planar Graph Problems on a Planar Superconducting Processor,2020-04-08 18:44:34+00:00,redacted_for_anonymous_review,exclude,hardware_only,HIGH,The comparison is primarily hardware- or platform-centric rather than a software-level compilation or variational methodology comparison.
2412.15572v2,Classical Combinatorial Optimization Scaling for Random Ising Models on 2D Heavy-Hex Graphs,2024-12-20 05:09:30+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2411.10062v1,Quadratic versus Polynomial Unconstrained Binary Models for Quantum Optimization illustrated on Railway Timetabling,2024-11-15 09:23:52+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2411.05294v2,Biased Degenerate Ground-State Sampling of Small Ising Models with Converged QAOA,2024-11-08 02:54:28+00:00,redacted_for_anonymous_review,exclude,no_quantitative_claim,LOW,"The topic is close to scope, but the title and abstract do not clearly surface a quantitative A-versus-B claim for screening."
2411.00243v1,Efficient State Preparation for the Schwinger Model with a Theta Term,2024-10-31 22:49:09+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2410.04030v1,A comparison on constrain encoding methods for quantum approximate optimization algorithm,2024-10-05 04:30:33+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2407.08767v1,A Quantum Computing Approach for Multi-robot Coverage Path Planning,2024-07-11 10:11:23+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2407.06663v2,Advantages of multistage quantum walks over QAOA,2024-07-09 08:39:32+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2405.09169v3,Towards a Linear-Ramp QAOA protocol: Evidence of a scaling advantage in solving some combinatorial optimization problems,2024-05-15 08:07:52+00:00,redacted_for_anonymous_review,include,,HIGH,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2405.08941v3,Parameter optimization comparison in QAOA using Stochastic Hill Climbing with Random Re-starts and Local Search with entangled and non-entangled mixing operators,2024-05-14 20:12:17+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2404.18142v1,Revisiting Majumdar-Ghosh spin chain model and Max-cut problem using variational quantum algorithms,2024-04-28 11:16:20+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2312.06922v4,Variational quantum algorithm-preserving feasible space for solving the uncapacitated facility location problem,2023-12-12 01:36:49+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2311.16190v3,Q-Pilot: Field Programmable Qubit Array Compilation with Flying Ancillas,2023-11-26 03:11:44+00:00,redacted_for_anonymous_review,include,,HIGH,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2310.10360v2,Probabilistic tensor optimization of quantum circuits for the max-$k$-cut problem,2023-10-16 12:56:22+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2306.16701v1,TrojanNet: Detecting Trojans in Quantum Circuits using Machine Learning,2023-06-29 05:56:05+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2306.14528v2,"Phase-Binarized Spintronic Oscillators for Combinatorial Optimization, and Comparison with Alternative Classical and Quantum Methods",2023-06-26 09:04:03+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2306.08087v1,Reduced-order Modeling on a Near-term Quantum Computer,2023-06-13 19:09:29+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2303.17366v2,A recursively partitioned approach to architecture-aware ZX Polynomial synthesis and optimization,2023-03-30 13:29:41+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope compilation/transpilation claim, but the exact quantitative comparator is not fully explicit at title/abstract level. Kept for full-text confirmation."
2301.00520v2,Quantum Annealing vs. QAOA: 127 Qubit Higher-Order Ising Problems on NISQ Computers,2023-01-02 04:19:46+00:00,redacted_for_anonymous_review,include,,HIGH,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2211.07854v1,Variational Quantum Algorithms for Chemical Simulation and Drug Discovery,2022-11-15 02:34:36+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2211.00133v2,Modelling noise in global Molmer-Sorensen interactions applied to quantum approximate optimization,2022-10-31 20:44:17+00:00,redacted_for_anonymous_review,exclude,hardware_only,HIGH,The comparison is primarily hardware- or platform-centric rather than a software-level compilation or variational methodology comparison.
2209.10484v3,Complement Grover's Search Algorithm: An Amplitude Suppression Implementation,2022-09-21 16:38:36+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2209.03824v3,Bayesian Optimization for QAOA,2022-09-08 13:59:47+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2205.03441v1,Comparison between the Iterative Local Search and Exhaustive Search methods applied to QAOA in Max-Cut and Ising Spin Model problems,2022-05-06 18:27:57+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2111.12754v2,QAOA of the Highest Order,2021-11-24 19:29:44+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2111.00796v3,Quantum optimisation via maximally amplified states,2021-11-01 09:43:53+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope compilation/transpilation claim, but the exact quantitative comparator is not fully explicit at title/abstract level. Kept for full-text confirmation."
2109.04482v2,Quantifying the Impact of Precision Errors on Quantum Approximate Optimization Algorithms,2021-09-09 18:00:03+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2109.03745v2,A case study of variational quantum algorithms for a job shop scheduling problem,2021-09-08 16:05:50+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2412.17580v1,Quantum Time-Series Learning with Evolutionary Algorithms,2024-12-23 13:53:35+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2412.13271v1,Gaussian process model kernels for noisy optimization in variational quantum algorithms,2024-12-17 19:05:32+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2410.18910v1,Characterizing conical intersections of nucleobases on quantum computers,2024-10-24 17:00:26+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2409.06036v1,Steady-State Statistics of Classical Nonlinear Dynamical Systems from Noisy Intermediate-Scale Quantum Devices,2024-09-09 19:56:13+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2409.03747v1,"Hybrid Oscillator-Qubit Quantum Processors: Simulating Fermions, Bosons, and Gauge Fields",2024-09-05 17:58:20+00:00,redacted_for_anonymous_review,exclude,hardware_only,HIGH,The comparison is primarily hardware- or platform-centric rather than a software-level compilation or variational methodology comparison.
2408.13812v1,Muon/Pion Identification at BESIII based on Variational Quantum Classifier,2024-08-25 11:29:07+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2406.14411v1,Performance and scaling analysis of variational quantum simulation,2024-06-20 15:32:41+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2406.10913v1,"Minimal evolution times for fast, pulse-based state preparation in silicon spin qubits",2024-06-16 12:27:21+00:00,redacted_for_anonymous_review,exclude,pulse_level_only,HIGH,"Abstract centers pulse-level or direct-control optimization, which is outside the scoped compilation and variational-optimization paradigms."
2405.17089v2,An improved penalty-based excited-state variational Monte Carlo approach with deep-learning ansatzes,2024-05-27 12:06:37+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2405.09225v1,Exploring Ground States of Fermi-Hubbard Model on Honeycomb Lattices with Counterdiabaticity,2024-05-15 10:05:01+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2405.08917v1,Feature Importance and Explainability in Quantum Machine Learning,2024-05-14 19:12:32+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2404.14531v1,Electric Field Gradient Calculations for Ice VIII and IX using Polarizable Embedding: A Comparative Study on Classical Computers and Quantum Simulators,2024-04-22 18:59:07+00:00,redacted_for_anonymous_review,include,,HIGH,Abstract indicates an in-scope compilation/transpilation or software-stack comparison on quantitative resource or performance metrics. Kept for full-text claim extraction.
2404.12175v2,Quasiparticle cooling algorithms for quantum many-body state preparation,2024-04-18 13:31:30+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2402.12105v1,A joint optimization approach of parameterized quantum circuits with a tensor network,2024-02-19 12:53:52+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2311.15663v2,Comparison between Tensor Networks and Variational Quantum Classifier,2023-11-27 09:49:05+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2311.13543v2,Finding eigenvectors with a quantum variational algorithm,2023-11-22 17:36:42+00:00,redacted_for_anonymous_review,exclude,no_quantitative_claim,LOW,"The topic is close to scope, but the title and abstract do not clearly surface a quantitative A-versus-B claim for screening."
2310.19104v1,Using Variational Eigensolvers on Low-End Hardware to Find the Ground State Energy of Simple Molecules,2023-10-29 18:36:18+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2309.14942v1,Investigating Parameter Trainability in the SNAP-Displacement Protocol of a Qudit system,2023-09-26 13:57:40+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2309.05924v1,Comparison of Quantum Simulators for Variational Quantum Search: A Benchmark Study,2023-09-12 02:43:53+00:00,redacted_for_anonymous_review,include,,HIGH,"Abstract indicates an in-scope variational-optimization comparison or benchmark on algorithms, encodings, ansatzes, optimizers, or performance metrics. Kept for full-text claim extraction."
2309.04754v1,Ansatz-Agnostic Exponential Resource Saving in Variational Quantum Algorithms Using Shallow Shadows,2023-09-09 11:00:39+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope compilation/transpilation claim, but the exact quantitative comparator is not fully explicit at title/abstract level. Kept for full-text confirmation."
2306.14842v2,Fermionic Simulators for Enhanced Scalability of Variational Quantum Simulation,2023-06-26 16:50:36+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2306.02024v1,Tensor train optimization of parametrized quantum circuits,2023-06-03 06:50:00+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2305.07902v1,Electronic Structure Calculations using Quantum Computing,2023-05-13 12:02:05+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2304.13142v1,Quantum Machine Learning Approach for the Prediction of Surface Roughness in Additive Manufactured Specimens,2023-04-24 11:57:10+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2303.08910v3,Convergence and Quantum Advantage of Trotterized MERA for Strongly-Correlated Systems,2023-03-15 20:09:45+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2303.03588v1,Variational quantum state discriminator for supervised machine learning,2023-03-07 01:44:46+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2303.02797v2,Variational Quantum Eigensolver for Classification in Credit Sales Risk,2023-03-05 23:08:39+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2212.11405v1,A self-consistent field approach for the variational quantum eigensolver: orbital optimization goes adaptive,2022-12-21 23:15:17+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2212.11127v2,Recommending Solution Paths for Solving Optimization Problems with Quantum Computing,2022-12-21 15:55:43+00:00,redacted_for_anonymous_review,exclude,no_quantitative_claim,LOW,"The topic is close to scope, but the title and abstract do not clearly surface a quantitative A-versus-B claim for screening."
2210.13240v3,Variational quantum eigensolver for causal loop Feynman diagrams and directed acyclic graphs,2022-10-24 13:42:53+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2209.08535v4,Sequential optimal selection of a single-qubit gate and its relation to barren plateau in parameterized quantum circuits,2022-09-18 11:19:56+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2208.07977v1,Towards the simulation of transition-metal oxides of the cathode battery materials using VQE methods,2022-08-16 22:30:54+00:00,redacted_for_anonymous_review,exclude,application_paper,MEDIUM,This reads as an application/use-case paper for a specific domain problem rather than a general comparative methodology claim in scope.
2208.05637v1,Scalable neural quantum states architecture for quantum chemistry,2022-08-11 04:40:02+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2207.11449v3,Generating quantum feature maps for SVM classifier,2022-07-23 07:28:23+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2207.05751v3,A Synergistic Compilation Workflow for Tackling Crosstalk in Quantum Machines,2022-07-12 04:11:05+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope compilation/transpilation claim, but the exact quantitative comparator is not fully explicit at title/abstract level. Kept for full-text confirmation."
2205.14903v2,Quantum-assisted Monte Carlo algorithms for fermions,2022-05-30 07:49:22+00:00,redacted_for_anonymous_review,exclude,out_of_scope_paradigm,HIGH,"The paper falls outside the scoped paradigms for this field-study pass, even if it is quantum-software-adjacent."
2205.12142v1,QPack Scores: Quantitative performance metrics for application-oriented quantum computer benchmarking,2022-05-24 15:18:24+00:00,redacted_for_anonymous_review,exclude,hardware_only,HIGH,The comparison is primarily hardware- or platform-centric rather than a software-level compilation or variational methodology comparison.
2205.01726v1,"Accelerated Convergence of Contracted Quantum Eigensolvers through a Quasi-Second-Order, Locally Parameterized Optimization",2022-05-03 18:48:04+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
2204.10741v2,Quantum Davidson Algorithm for Excited States,2022-04-22 15:03:03+00:00,redacted_for_anonymous_review,include,,LOW,"Abstract suggests an in-scope variational/QAOA/VQE comparison, but the exact benchmarked claim remains somewhat implicit. Kept for full-text confirmation."
