claim_id,paper_id,source_file_or_record,source_evidence_status,source_location,source_excerpt,previous_accepted_comparative_claim,adjudicated_accepted_comparative_claim,previous_claim_card_specifiable,adjudicated_claim_card_specifiable,P,B_A,B_B,M,R,previous_relation_type,adjudicated_relation_type,previous_scalar_directional,adjudicated_scalar_directional,previous_planning_feasible,adjudicated_planning_feasible,adjudicated_scalar_oriented_planning_record,previous_exact_proxy_free_materialized,adjudicated_exact_proxy_free_materialized,previous_broader_auditable_design,adjudicated_broader_auditable_design,strongest_adjudicated_mode,formal_checker,optional_cellwise_Wilson_diagnostic,primary_blocker_if_any,blocker_is_source_reporting_limitation_yes_no,blocker_is_methodology_limitation_yes_no,decision_changed_yes_no,change_type,adjudication_confidence,human_review_needed_yes_no,notes
ext_2209_02669v3_claim2,2209.02669v3,data/slr/paper_texts/2209.02669v3.txt,verified_sentence,line 423,"measured our optimized Toﬀoli gate, the canonical Toﬀoli gate, and the IBM Qiskit-compiled Toﬀoli gate average gate ﬁdelities to be 0 .864 ± 0.00166, 0.834 ± 0.00153, and 0 .828 ± 0.00166, respectively. Therefore,",true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,missing_evidence_object,no,yes,no,,high,no,tier=T3
ext_2211_07685v3_claim1,2211.07685v3,data/slr/paper_texts/2211.07685v3.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,source_inconsistency,yes,no,no,,medium,yes,tier=T3
ext_2211_07685v3_claim2,2211.07685v3,data/slr/paper_texts/2211.07685v3.txt,verified_sentence,line 593,"9-qubit experiment we achieved a 467 times shallower circuit than with QISKIT. Except a single example of the program rd53_138, our results also surpass the",true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,source_inconsistency,yes,no,no,,high,no,tier=T3
ext_2211_07685v3_claim3,2211.07685v3,data/slr/paper_texts/2211.07685v3.txt,verified_sentence,line 32,"qubit rotations and controlled two-qubit gates on FPGA chip s. In our benchmark with the QISKIT package, the depth of the circuits produ ced by the SQUANDER package (with the DFE accelerator support) were le ss by 97% on",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2211_07685v3_claim4,2211.07685v3,data/slr/paper_texts/2211.07685v3.txt,verified_sentence,line 454,"According to our numerical experiments, the DFE implementa tion on a single FPGA chip can evaluate the cost function (1) and its gradi ent components by about (6 − 13)× faster than our CPU implementation on a computing server",true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,missing_evidence_object,no,yes,no,,high,no,tier=T3
ext_2212_11405v1_claim1,2212.11405v1,data/slr/paper_texts/2212.11405v1.txt,verified_sentence,line 491,"Interestingly, as we show below in Section III, even a minimal 1G-ADAPT-VQE scheme could lead in some cases not only to faster convergence but also to lower two-qubit (CNOTs) gate counts.",true,true,true,true,ADAPT-VQE-SCF gate addition strategy,1G-ADAPT / single-gate appending,5G-ADAPT / multiple-gate appending,convergence speed and CNOT count,A > B,multi_objective,multi_objective,false,false,false,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2212_11405v1_claim2,2212.11405v1,data/slr/paper_texts/2212.11405v1.txt,verified_sentence,line 558,"stretched H4 molecule in panel (a) of Fig. 3, we note a faster convergence of the Qubit-ADAPT-VQE-SCF algorithm on the basis of a JW mapping in contrast to a BK mapping. Furthermore, similar to the fermionic ADAPT case,",true,true,true,true,Qubit-ADAPT-VQE-SCF mapping choice,Jordan-Wigner mapping,Bravyi-Kitaev mapping,convergence speed,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2212_11405v1_claim3,2212.11405v1,data/slr/paper_texts/2212.11405v1.txt,insufficient_context,,,true,true,true,true,NO ground-state ADAPT-VQE-SCF ansatz construction,Qubit-ADAPT-VQE-SCF,fermionic ADAPT-VQE-SCF,CNOT gate count,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2301_00520v2_claim3,2301.00520v2,data/slr/paper_texts/2301.00520v2.txt,verified_sentence,line 654,performance. The 2-round QAOA results had better average energy compared the 1-round results in 6 out of the 10 problem instances.,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2301_00520v2_claim5,2301.00520v2,data/slr/paper_texts/2301.00520v2.txt,verified_sentence,line 870,D-Wave devices performance diﬀerences: One last observation from Figure 6 is that there a small but consistent performance diﬀerence between the two quantum annealers; the slightly older generationAdvantage system4.1 yields lower mean energy thanAdvantage system6.1. Simulated annealing is comparable,true,true,true,true,higher-order Ising quantum annealing,Advantage system4.1,Advantage system6.1,mean_energy,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_hardware_noise,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2302_04479v2_claim1,2302.04479v2,data/slr/paper_texts/2302.04479v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2302_04479v2_claim2,2302.04479v2,data/slr/paper_texts/2302.04479v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2302_04479v2_claim3,2302.04479v2,data/slr/paper_texts/2302.04479v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2303_02830v1_claim1,2303.02830v1,data/slr/paper_texts/2303.02830v1.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,unclear_boundary,true,false,true,true,false,no,no,no,no,boundary_no_design,boundary_report,no,invalid_runtime_environment,no,no,no,,medium,yes,tier=T3
ext_2303_08910v3_claim1,2303.08910v3,data/slr/paper_texts/2303.08910v3.txt,verified_sentence,line 11,"with tensors constrained to certain Trotter circuits. Here, we determine the scaling of computation costs for various critical spin chains which substantiates a polynomial quantum advantage in comparison to classical MERA simulations based on exact energy gradients or variational Monte Carlo. Algori",true,true,true,true,critical spin-chain MERA simulation,TMERA VQE,classical MERA methods,computation-cost scaling,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2304_03829v1_claim2,2304.03829v1,data/slr/paper_texts/2304.03829v1.txt,verified_sentence,line 550,"Fully-explicit function representations not only result in increased circuit complexity, but also in increased time-to-synthesis, which is again higher for TBS than for ESOP. (See Figure 9.) On average, synthesis time was",true,true,true,true,oracle synthesis from explicit function representations,ESOP synthesis,TBS synthesis,time-to-synthesis,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2304_03829v1_claim3,2304.03829v1,data/slr/paper_texts/2304.03829v1.txt,insufficient_context,,,true,true,true,true,oracle synthesis preprocessing,ESOP alone,ESOP with RTT preprocessing,time-to-synthesis,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2304_03829v1_claim4,2304.03829v1,data/slr/paper_texts/2304.03829v1.txt,verified_sentence,line 547,"illustrating that the circuit complexity is signiﬁcantly higher (on average, 6,981.6) when ESOP is applied after RTT preprocessing than when ESOP is applied without RTT preprocessing. This again suggests that function",true,true,false,true,oracle synthesis ESOP with vs without RTT preprocessing,ESOP without RTT preprocessing,ESOP with RTT preprocessing,average circuit complexity,A < B,,scalar_directional,false,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,yes,"previous specifiable=false; source gives explicit complexity numbers (6,981.6) and direction",high,no,Source-side artifact missing; reconstruction would be source-supported extension on benchmark set.
ext_2304_08814v2_claim5,2304.08814v2,data/slr/paper_texts/2304.08814v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,yes,yes,yes,yes,exact,Wilson_direction_preservation,yes,none,no,no,no,,medium,yes,tier=T1
ext_2304_08814v2_claim6,2304.08814v2,data/slr/paper_texts/2304.08814v2.txt,verified_sentence,line 565,"Steiner-GraySynth are an order of magnitude faster than Qiskit and TKET, even though the additional iterations of Reverse Traversal increased the normal",true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,missing_evidence_object,yes,no,no,,high,no,tier=T3
ext_2304_08814v2_claim7,2304.08814v2,data/slr/paper_texts/2304.08814v2.txt,verified_sentence,line 556,"compiler. For small circuits, TKET is the best compiler, but for larger circuits, ParitySynth and Steiner-GraySynth generated fewer CNOTs. We can see the",true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,missing_evidence_object,no,no,no,,high,no,tier=T3
ext_2305_03390v1_claim1,2305.03390v1,data/slr/paper_texts/2305.03390v1.txt,verified_sentence,line 427,"consistently outperforms the QUBO approach for higher order functions, as the expected value, the median and the overall variance are significantly lower for PUBO. This becomes increasingly apparent",true,true,false,true,continuous optimization with QAOA at higher-order objective functions,PUBO formulation,QUBO formulation,"expected value, median, and overall variance (multi-metric)",A > B (multi-objective with simulator-only context),,multi_objective,false,false,false,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,yes,previous specifiable=false; source gives clear PUBO vs QUBO claim with three metrics (multi-objective),high,no,"Source explicitly names three metrics (expected value, median, variance); dominance_check applies."
ext_2305_03390v1_claim2,2305.03390v1,data/slr/paper_texts/2305.03390v1.txt,verified_sentence,line 644,"Continuing with the circuit depth (also displayed in figure 8), we can observe a clear disadvantage of the PUBO approach when",true,true,true,true,continuous optimization with QAOA,QUBO approach,PUBO approach,circuit_depth,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_hardware_noise,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2305_03390v1_claim3,2305.03390v1,data/slr/paper_texts/2305.03390v1.txt,verified_sentence,line 667,"equally. When using a quantum circuit simulator however, the wallclock times for the PUBO formulations showed much better results, most probably because of the lower number of qubits that need to",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2306_02024v1_claim1,2306.02024v1,data/slr/paper_texts/2306.02024v1.txt,verified_sentence,line 334,"TTOpt outperforms the BFGS optimizer for L = 2 − 4 layers, but its convergence improves with L slower and",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2308_01789v1_claim1,2308.01789v1,data/slr/paper_texts/2308.01789v1.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2308_01789v1_claim2,2308.01789v1,data/slr/paper_texts/2308.01789v1.txt,verified_sentence,line 394,"Furthermore, V Ans builds circuits with the lowest number of gates and cnot gates, probably because it is the only algorit hm",true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2308_02536v1_legacy_claim1,2308.02536v1,data/slr/paper_texts/2308.02536v1.txt,verified_sentence,line 362,scheduling task even a vanilla PPO agent can learn policies which can outperform the standard priority-based ALAP approach. We demonstrate this finding in a proof of concept.,true,true,false,true,quantum circuit scheduling with commutation-aware compilation,PPO scheduling policy,priority-based ALAP,schedule length,A < B,,scalar_directional,false,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_seed_policy,yes,no,yes,previous specifiable=false; sentence + adjacent Fig.3 context support PPO<ALAP schedule length,medium,no,Metric inferred from immediate paragraph (Fig.3 schedule length); training-stochasticity reporting gap is the planning blocker.
ext_2308_02536v1_legacy_claim2,2308.02536v1,data/slr/paper_texts/2308.02536v1.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2308_10383v2_claim4,2308.10383v2,data/slr/paper_texts/2308.10383v2.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2309_00047v1_claim1,2309.00047v1,data/slr/paper_texts/2309.00047v1.txt,insufficient_context,,,true,true,true,true,MaxCut ADAPT-QAOA,Dynamic-ADAPT-QAOA,ADAPT-QAOA,cnot_count_at_approximation_ratio,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2309_00047v1_claim2,2309.00047v1,data/slr/paper_texts/2309.00047v1.txt,insufficient_context,,,true,true,true,true,MaxCut under gate noise,Dynamic-ADAPT-QAOA,standard ADAPT-QAOA,approximation_ratio,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2309_00047v1_claim3,2309.00047v1,data/slr/paper_texts/2309.00047v1.txt,insufficient_context,,,true,true,true,true,MaxCut under gate noise,Dynamic-ADAPT-QAOA,standard ADAPT-QAOA,critical_gate_error_probability,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2309_00047v1_claim5,2309.00047v1,data/slr/paper_texts/2309.00047v1.txt,verified_sentence,line 1284,"mitigation. These are depicted in FIG. 9. The data shows that applying error mitigation, even if it is just to secondorder, we can improve, on average, the outputted approximation ratio by Dynamic-ADAPT-QAOA. Additionally, extending this technique to other versions of QAOA should be analogous. Howev",true,true,true,true,Dynamic-ADAPT-QAOA under gate error,error-mitigated Dynamic-ADAPT-QAOA,unmitigated Dynamic-ADAPT-QAOA,mean_approximation_ratio,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2309_01028v2_claim4,2309.01028v2,data/slr/paper_texts/2309.01028v2.txt,verified_sentence,line 1054,"First, the ESOP synthesis and TBS methods provide different advantages: while ESOP nearly always produces circuits with lower complexity, TBS generally produces circuits with fewer qubits than ESOP synthesis. (See Figure",true,true,false,true,automated subcircuit synthesis,ESOP synthesis,TBS synthesis,circuit complexity vs qubit count (multi-metric tradeoff),A < B on complexity; A > B on qubits (multi-objective),,multi_objective,false,false,false,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,yes,previous specifiable=false; source explicitly states tradeoff on two metrics,high,no,"Multi-objective: ESOP wins on complexity, TBS wins on qubit count."
ext_2309_01028v2_claim5,2309.01028v2,data/slr/paper_texts/2309.01028v2.txt,verified_sentence,line 1068,"higher average complexity than ESOP synthesis without (6.981.6 versus 3, 769.5) further supports the conclusion that ESOP synthesis is able to substantially reduce cost by utilizing incompletely-specified functions.",true,true,false,true,automated subcircuit synthesis with vs without preprocessing,ESOP without preprocessing,ESOP with preprocessing,average circuit complexity,A < B,,scalar_directional,false,true,false,true,true,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,yes,previous specifiable=false/scalar=false; source gives explicit 6981.6 vs 3769.5,high,no,Zenodo artifact gives a base for source-supported extension; benchmark set declared.
ext_2309_04754v1_claim1,2309.04754v1,data/slr/paper_texts/2309.04754v1.txt,verified_sentence,line 84,1. Exponential saving on input state copies: To achieve arbitrarily precise estimates of all function evaluations that one encounters during an iterative optimization of the,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,high,no,tier=T3
ext_2309_05157v1_claim1,2309.05157v1,data/slr/paper_texts/2309.05157v1.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,missing_evidence_object,no,yes,no,,medium,yes,tier=T4
ext_2309_05157v1_claim2,2309.05157v1,data/slr/paper_texts/2309.05157v1.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,missing_evidence_object,no,yes,no,,medium,yes,tier=T4
ext_2309_05157v1_claim6,2309.05157v1,data/slr/paper_texts/2309.05157v1.txt,verified_sentence,line 514,"while Qiskit beats the direct AceCR(θ) implementation for γ ∈ { 0.25π, 0.75π, π}, future iterations of Superstaq will",true,true,true,true,two-qubit QAOA direct AceCR implementation on IBM hardware,Qiskit calibrated implementation,direct AceCR(theta) implementation,Hellinger fidelity,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_hardware_noise,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2309_16796v3_claim1,2309.16796v3,data/slr/paper_texts/2309.16796v3.txt,verified_sentence,line 518,QAOA circuits. We attempt to incorporate the quantum speedup from parallelism with the exploitation-exploration accuracy benefits of metaheuristic algorithms. Our research provides a novel insight into the applications of metaheuristicboosted QAOA circuits and their comparisons against Quantum Annea,true,true,true,true,QUBO/NPP optimization,metaheuristic-integrated QAOA,standard QAOA,accuracy,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2309_16796v3_claim2,2309.16796v3,data/slr/paper_texts/2309.16796v3.txt,insufficient_context,,,true,true,true,true,QAOA optimizer comparison,QAOA with Ant Colony Swarm Optimization,QAOA with DE/PSO/GA and standard QAOA,accuracy,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2309_16796v3_claim3,2309.16796v3,data/slr/paper_texts/2309.16796v3.txt,insufficient_context,,,true,true,true,true,QAOA optimizer comparison,standard QAOA,metaheuristic-optimized QAOA,time complexity,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2310_10360v2_claim2,2310.10360v2,data/slr/paper_texts/2310.10360v2.txt,verified_sentence,line 375,"graphs. Remarkably enough, the resultant approximation ratios are higher as compared to those of the classical GoemansWilliamson algorithm. We believe that our results might be useful for future research to overcome optimization issues in",true,true,true,true,max-k-cut approximation benchmarking,PROTES-optimized QAOA,Goemans-Williamson algorithm,approximation ratio,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2311_02151v2_claim1,2311.02151v2,data/slr/paper_texts/2311.02151v2.txt,insufficient_context,,,true,true,true,true,spin-glass QAOA scaling,standard QAOA,parity-encoded QAOA,scaling advantage/runtime justification,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2311_02151v2_claim2,2311.02151v2,data/slr/paper_texts/2311.02151v2.txt,verified_sentence,line 671,"As there is a quadratic qubit overhead in the parity-encoded QAOA, the total number of gates needed for this algorithm scales less favorably than for vanilla QAOA. However, we have not",true,true,true,true,spin-glass QAOA resources,vanilla QAOA,parity-encoded QAOA,total gate count scaling,A < B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2311_15123v3_claim1,2311.15123v3,data/slr/paper_texts/2311.15123v3.txt,insufficient_context,,,true,true,true,true,neutral-atom compilation,Atomique,IBM Superconducting and FAA baselines,depth and two-qubit gate count,A < B,multi_objective,multi_objective,false,false,true,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,medium,yes,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2311_15123v3_claim3,2311.15123v3,data/slr/paper_texts/2311.15123v3.txt,verified_sentence,line 1632,"Fig. 13 shows Atomique outperforming four alternative architectures in fidelity, two-qubit gate count, and depth (number of parallel two-qubit layers), exceeding the strongest baseline, FAA-Triangular, by factors of 2.7 ×, 2.8 ×, and 2.2 ×,",true,true,true,true,neutral-atom compilation,Atomique,FAA-Triangular strongest baseline,"fidelity, two-qubit gate count, and depth",A > B,multi_objective,multi_objective,false,false,true,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2311_15123v3_claim5,2311.15123v3,data/slr/paper_texts/2311.15123v3.txt,verified_sentence,line 1651,"although Q-Pilot has less depth than Atomique, Atomique has better overall fidelity, showing a better balance between depth,",true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,missing_evidence_object,no,yes,no,,high,no,tier=T4
ext_2311_15123v3_claim7,2311.15123v3,data/slr/paper_texts/2311.15123v3.txt,verified_sentence,line 1693,"(1) Atomique excels in high-degree circuits . In lowdegree, well-localized circuits, Atomique’s performance falls marginally behind FAA due to higher decoherence incurred by",true,true,true,true,,,,,,scalar_directional,relation_specific,true,false,true,true,false,no,no,yes,yes,relation_specific,relation-specific (see notes),no,missing_evidence_object,no,yes,no,,high,no,tier=T4
ext_2312_06922v4_claim1,2312.06922v4,data/slr/paper_texts/2312.06922v4.txt,verified_sentence,line 15,"(VQA-PFS) ansatz, exemplified by the Uncapacitated Facility Location Problem (UFLP), that applies mixed operators on constrained variables while employing Hardware-Efficient Ansatz (HEA) on unconstrained variables. The numerical results demonstrate that VQA-PFS significantly enhances",true,true,true,true,UFLP variational optimization,VQA-PFS,"QAOA+, QAOA, and HEA",success probability and convergence iterations,A > B,multi_objective,multi_objective,false,false,false,true,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,Source confirms 2+ metrics; multi-objective relation; dominance_check is formal.
ext_2312_06922v4_claim2,2312.06922v4,data/slr/paper_texts/2312.06922v4.txt,insufficient_context,,,true,true,true,true,UFLP variational circuit resource use,VQA-PFS,QAOA+ and QAOA,"circuit depth, CNOT gates, and parameter gates",A < B (multi-objective),multi_objective,multi_objective,false,false,false,false,false,,no,,yes,relation_specific,dominance_check,yes,non_scalar_relation,no,no,no,,high,no,Three resource metrics in one claim; multi-objective; previous label consistent.
ext_2401_02852v1_claim2,2401.02852v1,data/slr/paper_texts/2401.02852v1.txt,insufficient_context,,,true,true,true,true,,,,,,scalar_directional,scalar_directional,true,true,true,true,true,no,no,yes,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_baseline_implementation,no,no,no,,medium,yes,tier=T3
ext_2401_09849v1_claim1,2401.09849v1,data/slr/paper_texts/2401.09849v1.txt,verified_sentence,line 450,"results suggest that gradient-based optimizers like ADAM and BFGS typically exhibit faster convergence in comparison to gradient-free optimizers such as COBYLA and NelderMead as they need less function evaluations. Nonetheless, the",true,true,true,true,hybrid DCQC optimizer benchmark,ADAM/BFGS gradient-based optimizers,COBYLA/Nelder-Mead gradient-free optimizers,convergence speed/function evaluations,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,high,no,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2401_09849v1_claim3,2401.09849v1,data/slr/paper_texts/2401.09849v1.txt,insufficient_context,,,true,true,true,true,fully parameterized ansatz benchmark,DCQC with SPSA-BFGS,maQAOA,approximation ratio,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2401_09849v1_claim6,2401.09849v1,data/slr/paper_texts/2401.09849v1.txt,insufficient_context,,,true,true,true,true,hybrid DCQC optimizer benchmark,COBYLA,Nelder-Mead,convergence efficiency,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
ext_2402_02585v1_claim3,2402.02585v1,data/slr/paper_texts/2402.02585v1.txt,insufficient_context,,,true,true,true,true,3-SAT on IonQ Aria,X-QAOA,G-QAOA,solution_probability,A > B,scalar_directional,scalar_directional,true,true,false,false,false,,no,,yes,source_supported_extension,Wilson_direction_preservation,yes,missing_artifact,yes,no,no,,medium,yes,O1/O2 source-reporting blocker confirmed by failed_criteria_by_claim; scalar relation valid.
